"SiteNumber","IslandCode","IslandName","SiteCode","SiteName","Species","ScientificName","CommonName","SurveyYear","SurveyDate","TotalCount","MeanDensity_sqm","StandardDeviation","StandardError","QuadratsSampled","TotalAreaSurveyed_sqm"
12,"AN","Anacapa Island","CC","Cathedral Cove",2002.00,"Macrocystis pyrifera","giant kelp, adult (>1m)",1985,6/10/1985 0:00:00,7.00,0.17,0.37,0.08,20,40.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2002.00,"Macrocystis pyrifera","giant kelp, adult (>1m)",1986,8/25/1986 0:00:00,2.00,0.05,0.22,0.05,20,40.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2002.00,"Macrocystis pyrifera","giant kelp, adult (>1m)",1987,7/13/1987 0:00:00,7.00,0.17,0.54,0.12,20,40.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2002.00,"Macrocystis pyrifera","giant kelp, adult (>1m)",1988,9/1/1988 0:00:00,1.00,0.02,0.11,0.02,20,40.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2002.00,"Macrocystis pyrifera","giant kelp, adult (>1m)",1989,6/22/1989 0:00:00,11.00,0.27,0.63,0.14,20,40.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2002.00,"Macrocystis pyrifera","giant kelp, adult (>1m)",1990,8/21/1990 0:00:00,14.00,0.34,0.84,0.18,20,40.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2002.00,"Macrocystis pyrifera","giant kelp, adult (>1m)",1991,8/29/1991 0:00:00,14.00,0.34,0.63,0.14,20,40.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2002.00,"Macrocystis pyrifera","giant kelp, adult (>1m)",1992,8/20/1992 0:00:00,48.00,1.20,2.09,0.46,20,40.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2002.00,"Macrocystis pyrifera","giant kelp, adult (>1m)",1993,8/26/1993 0:00:00,28.00,0.69,0.95,0.21,20,40.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2002.00,"Macrocystis pyrifera","giant kelp, adult (>1m)",1994,8/11/1994 0:00:00,14.00,0.34,0.36,0.08,20,40.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2002.00,"Macrocystis pyrifera","giant kelp, adult (>1m)",1995,6/19/1995 0:00:00,6.00,0.15,0.28,0.06,20,40.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2002.00,"Macrocystis pyrifera","giant kelp, adult (>1m)",1996,8/5/1996 0:00:00,17.00,0.70,0.45,0.12,12,24.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2002.00,"Macrocystis pyrifera","giant kelp, adult (>1m)",1997,8/18/1997 0:00:00,5.00,0.20,0.39,0.11,12,24.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2002.00,"Macrocystis pyrifera","giant kelp, adult (>1m)",1998,7/20/1998 0:00:00,0.00,0.00,0.00,0.00,12,24.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2002.00,"Macrocystis pyrifera","giant kelp, adult (>1m)",1999,8/2/1999 0:00:00,7.00,0.29,0.75,0.21,12,24.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2002.00,"Macrocystis pyrifera","giant kelp, adult (>1m)",2000,6/12/2000 0:00:00,16.00,0.66,2.15,0.62,12,24.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2002.00,"Macrocystis pyrifera","giant kelp, adult (>1m)",2001,8/13/2001 0:00:00,3.00,0.12,0.22,0.06,12,24.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2002.00,"Macrocystis pyrifera","giant kelp, adult (>1m)",2002,6/17/2002 0:00:00,0.00,0.00,0.00,0.00,12,24.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2002.00,"Macrocystis pyrifera","giant kelp, adult (>1m)",2003,7/21/2003 0:00:00,5.00,0.20,0.72,0.20,12,24.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2002.00,"Macrocystis pyrifera","giant kelp, adult (>1m)",2004,8/9/2004 0:00:00,14.00,0.58,1.01,0.29,12,24.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2002.00,"Macrocystis pyrifera","giant kelp, adult (>1m)",2005,6/27/2005 0:00:00,17.00,0.70,0.89,0.25,12,24.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2002.00,"Macrocystis pyrifera","giant kelp, adult (>1m)",2006,8/3/2006 0:00:00,13.00,0.54,0.72,0.20,12,24.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2002.00,"Macrocystis pyrifera","giant kelp, adult (>1m)",2007,9/4/2007 0:00:00,13.00,0.54,0.58,0.16,12,24.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2002.00,"Macrocystis pyrifera","giant kelp, adult (>1m)",2008,8/19/2008 0:00:00,24.00,1.00,0.92,0.26,12,24.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2002.00,"Macrocystis pyrifera","giant kelp, adult (>1m)",2009,7/28/2009 0:00:00,11.00,0.45,0.54,0.15,12,24.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2002.00,"Macrocystis pyrifera","giant kelp, adult (>1m)",2010,6/14/2010 0:00:00,20.00,0.83,0.91,0.26,12,24.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2002.00,"Macrocystis pyrifera","giant kelp, adult (>1m)",2011,5/19/2011 0:00:00,25.00,1.04,1.17,0.33,12,24.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2002.00,"Macrocystis pyrifera","giant kelp, adult (>1m)",2012,6/25/2012 0:00:00,13.00,0.54,0.62,0.17,12,24.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2002.00,"Macrocystis pyrifera","giant kelp, adult (>1m)",2013,5/31/2013 0:00:00,10.00,0.41,0.70,0.20,12,24.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2002.00,"Macrocystis pyrifera","giant kelp, adult (>1m)",2014,5/29/2014 0:00:00,19.00,0.79,0.75,0.21,12,24.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2002.00,"Macrocystis pyrifera","giant kelp, adult (>1m)",2015,5/27/2015 0:00:00,7.00,0.29,0.39,0.11,12,24.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2002.00,"Macrocystis pyrifera","giant kelp, adult (>1m)",2016,6/22/2016 0:00:00,23.00,0.95,1.07,0.31,12,24.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2002.00,"Macrocystis pyrifera","giant kelp, adult (>1m)",2017,6/23/2017 0:00:00,46.00,1.91,1.84,0.53,12,24.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2002.50,"Macrocystis pyrifera","giant kelp, juvenile (<1m)",1983,8/8/1983 0:00:00,453.00,11.32,10.20,1.61,40,40.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2002.50,"Macrocystis pyrifera","giant kelp, juvenile (<1m)",1984,8/13/1984 0:00:00,50.00,1.25,2.30,0.36,40,40.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2002.50,"Macrocystis pyrifera","giant kelp, juvenile (<1m)",1985,6/10/1985 0:00:00,9.00,0.22,0.34,0.07,20,40.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2002.50,"Macrocystis pyrifera","giant kelp, juvenile (<1m)",1986,8/25/1986 0:00:00,4.00,0.10,0.44,0.10,20,40.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2002.50,"Macrocystis pyrifera","giant kelp, juvenile (<1m)",1987,7/13/1987 0:00:00,29.00,0.72,1.76,0.39,20,40.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2002.50,"Macrocystis pyrifera","giant kelp, juvenile (<1m)",1988,9/1/1988 0:00:00,4.00,0.10,0.34,0.07,20,40.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2002.50,"Macrocystis pyrifera","giant kelp, juvenile (<1m)",1989,6/22/1989 0:00:00,50.00,1.25,2.73,0.61,20,40.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2002.50,"Macrocystis pyrifera","giant kelp, juvenile (<1m)",1990,8/21/1990 0:00:00,39.00,0.97,2.60,0.58,20,40.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2002.50,"Macrocystis pyrifera","giant kelp, juvenile (<1m)",1991,8/29/1991 0:00:00,7.00,0.17,0.46,0.10,20,40.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2002.50,"Macrocystis pyrifera","giant kelp, juvenile (<1m)",1992,8/20/1992 0:00:00,43.00,1.07,1.02,0.23,20,40.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2002.50,"Macrocystis pyrifera","giant kelp, juvenile (<1m)",1993,8/26/1993 0:00:00,83.00,2.07,2.90,0.65,20,40.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2002.50,"Macrocystis pyrifera","giant kelp, juvenile (<1m)",1994,8/11/1994 0:00:00,193.00,4.82,5.53,1.23,20,40.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2002.50,"Macrocystis pyrifera","giant kelp, juvenile (<1m)",1995,6/19/1995 0:00:00,132.00,3.29,3.22,0.72,20,40.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2002.50,"Macrocystis pyrifera","giant kelp, juvenile (<1m)",1996,8/5/1996 0:00:00,44.00,1.83,1.86,0.53,12,24.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2002.50,"Macrocystis pyrifera","giant kelp, juvenile (<1m)",1997,8/18/1997 0:00:00,9.00,0.37,0.60,0.17,12,24.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2002.50,"Macrocystis pyrifera","giant kelp, juvenile (<1m)",1998,7/20/1998 0:00:00,8.00,0.33,0.77,0.22,12,24.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2002.50,"Macrocystis pyrifera","giant kelp, juvenile (<1m)",1999,8/2/1999 0:00:00,41.00,1.70,2.80,0.81,12,24.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2002.50,"Macrocystis pyrifera","giant kelp, juvenile (<1m)",2000,6/12/2000 0:00:00,142.00,5.91,5.12,1.47,12,24.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2002.50,"Macrocystis pyrifera","giant kelp, juvenile (<1m)",2001,8/13/2001 0:00:00,3.00,0.12,0.22,0.06,12,24.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2002.50,"Macrocystis pyrifera","giant kelp, juvenile (<1m)",2002,6/17/2002 0:00:00,8.00,0.33,1.00,0.29,12,24.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2002.50,"Macrocystis pyrifera","giant kelp, juvenile (<1m)",2003,7/21/2003 0:00:00,35.00,1.45,1.49,0.43,12,24.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2002.50,"Macrocystis pyrifera","giant kelp, juvenile (<1m)",2004,8/9/2004 0:00:00,92.00,3.83,5.12,1.48,12,24.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2002.50,"Macrocystis pyrifera","giant kelp, juvenile (<1m)",2005,6/27/2005 0:00:00,605.00,25.20,33.09,9.55,12,24.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2002.50,"Macrocystis pyrifera","giant kelp, juvenile (<1m)",2006,8/3/2006 0:00:00,236.00,9.83,8.23,2.37,12,24.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2002.50,"Macrocystis pyrifera","giant kelp, juvenile (<1m)",2007,9/4/2007 0:00:00,126.00,5.25,5.92,1.71,12,24.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2002.50,"Macrocystis pyrifera","giant kelp, juvenile (<1m)",2008,8/19/2008 0:00:00,137.00,5.70,10.69,3.08,12,24.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2002.50,"Macrocystis pyrifera","giant kelp, juvenile (<1m)",2009,7/28/2009 0:00:00,461.00,19.20,12.23,3.53,12,24.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2002.50,"Macrocystis pyrifera","giant kelp, juvenile (<1m)",2010,6/14/2010 0:00:00,896.00,37.33,45.38,13.10,12,24.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2002.50,"Macrocystis pyrifera","giant kelp, juvenile (<1m)",2011,5/19/2011 0:00:00,372.00,15.50,10.00,2.88,12,24.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2002.50,"Macrocystis pyrifera","giant kelp, juvenile (<1m)",2012,6/25/2012 0:00:00,563.00,23.45,30.51,8.80,12,24.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2002.50,"Macrocystis pyrifera","giant kelp, juvenile (<1m)",2013,5/31/2013 0:00:00,321.00,13.37,21.18,6.11,12,24.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2002.50,"Macrocystis pyrifera","giant kelp, juvenile (<1m)",2014,5/29/2014 0:00:00,166.00,6.91,6.55,1.89,12,24.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2002.50,"Macrocystis pyrifera","giant kelp, juvenile (<1m)",2015,5/27/2015 0:00:00,1568.00,65.33,47.35,13.66,12,24.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2002.50,"Macrocystis pyrifera","giant kelp, juvenile (<1m)",2016,6/22/2016 0:00:00,821.00,34.20,33.32,9.62,12,24.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2002.50,"Macrocystis pyrifera","giant kelp, juvenile (<1m)",2017,6/23/2017 0:00:00,733.00,30.54,25.15,7.26,12,24.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2002.99,"Macrocystis pyrifera","giant kelp stipes > 1m",2007,9/4/2007 0:00:00,145.00,6.04,6.08,1.75,12,24.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2002.99,"Macrocystis pyrifera","giant kelp stipes > 1m",2008,8/19/2008 0:00:00,234.00,9.75,9.40,2.71,12,24.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2002.99,"Macrocystis pyrifera","giant kelp stipes > 1m",2009,7/28/2009 0:00:00,135.00,5.62,8.68,2.50,12,24.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2002.99,"Macrocystis pyrifera","giant kelp stipes > 1m",2010,6/14/2010 0:00:00,194.00,8.08,10.11,2.91,12,24.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2002.99,"Macrocystis pyrifera","giant kelp stipes > 1m",2011,5/19/2011 0:00:00,85.00,3.54,6.16,1.78,12,24.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2002.99,"Macrocystis pyrifera","giant kelp stipes > 1m",2012,6/25/2012 0:00:00,96.00,4.00,5.57,1.60,12,24.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2002.99,"Macrocystis pyrifera","giant kelp stipes > 1m",2013,5/31/2013 0:00:00,96.00,4.00,5.45,1.57,12,24.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2002.99,"Macrocystis pyrifera","giant kelp stipes > 1m",2014,5/29/2014 0:00:00,149.00,6.20,6.65,1.92,12,24.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2004.00,"Eisenia arborea","Southern sea palm, adult",1996,8/5/1996 0:00:00,0.00,0.00,0.00,0.00,12,24.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2004.00,"Eisenia arborea","Southern sea palm, adult",1997,8/18/1997 0:00:00,0.00,0.00,0.00,0.00,12,24.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2004.00,"Eisenia arborea","Southern sea palm, adult",1998,7/20/1998 0:00:00,0.00,0.00,0.00,0.00,12,24.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2004.00,"Eisenia arborea","Southern sea palm, adult",1999,8/2/1999 0:00:00,0.00,0.00,0.00,0.00,12,24.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2004.00,"Eisenia arborea","Southern sea palm, adult",2000,6/12/2000 0:00:00,0.00,0.00,0.00,0.00,12,24.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2004.00,"Eisenia arborea","Southern sea palm, adult",2001,8/13/2001 0:00:00,0.00,0.00,0.00,0.00,12,24.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2004.00,"Eisenia arborea","Southern sea palm, adult",2002,6/17/2002 0:00:00,0.00,0.00,0.00,0.00,12,24.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2004.00,"Eisenia arborea","Southern sea palm, adult",2003,7/21/2003 0:00:00,0.00,0.00,0.00,0.00,12,24.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2004.00,"Eisenia arborea","Southern sea palm, adult",2004,8/9/2004 0:00:00,2.00,0.08,0.19,0.05,12,24.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2004.00,"Eisenia arborea","Southern sea palm, adult",2005,6/27/2005 0:00:00,2.00,0.08,0.19,0.05,12,24.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2004.00,"Eisenia arborea","Southern sea palm, adult",2006,8/3/2006 0:00:00,6.00,0.25,0.39,0.11,12,24.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2004.00,"Eisenia arborea","Southern sea palm, adult",2007,9/4/2007 0:00:00,1.00,0.04,0.14,0.04,12,24.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2004.00,"Eisenia arborea","Southern sea palm, adult",2008,8/19/2008 0:00:00,1.00,0.04,0.14,0.04,12,24.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2004.00,"Eisenia arborea","Southern sea palm, adult",2009,7/28/2009 0:00:00,5.00,0.20,0.33,0.09,12,24.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2004.00,"Eisenia arborea","Southern sea palm, adult",2010,6/14/2010 0:00:00,5.00,0.20,0.45,0.12,12,24.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2004.00,"Eisenia arborea","Southern sea palm, adult",2011,5/19/2011 0:00:00,5.00,0.20,0.33,0.09,12,24.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2004.00,"Eisenia arborea","Southern sea palm, adult",2012,6/25/2012 0:00:00,6.00,0.25,0.50,0.14,12,24.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2004.00,"Eisenia arborea","Southern sea palm, adult",2013,5/31/2013 0:00:00,5.00,0.20,0.45,0.12,12,24.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2004.00,"Eisenia arborea","Southern sea palm, adult",2014,5/29/2014 0:00:00,2.00,0.08,0.19,0.05,12,24.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2004.00,"Eisenia arborea","Southern sea palm, adult",2015,5/27/2015 0:00:00,14.00,0.58,1.27,0.36,12,24.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2004.00,"Eisenia arborea","Southern sea palm, adult",2016,6/22/2016 0:00:00,28.00,1.16,0.88,0.25,12,24.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2004.00,"Eisenia arborea","Southern sea palm, adult",2017,6/23/2017 0:00:00,8.00,0.33,0.38,0.11,12,24.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2004.50,"Eisenia arborea","Southern sea palm, juvenile",1996,8/5/1996 0:00:00,0.00,0.00,0.00,0.00,12,24.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2004.50,"Eisenia arborea","Southern sea palm, juvenile",1997,8/18/1997 0:00:00,1.00,0.04,0.14,0.04,12,24.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2004.50,"Eisenia arborea","Southern sea palm, juvenile",1998,7/20/1998 0:00:00,0.00,0.00,0.00,0.00,12,24.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2004.50,"Eisenia arborea","Southern sea palm, juvenile",1999,8/2/1999 0:00:00,1.00,0.04,0.14,0.04,12,24.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2004.50,"Eisenia arborea","Southern sea palm, juvenile",2000,6/12/2000 0:00:00,0.00,0.00,0.00,0.00,12,24.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2004.50,"Eisenia arborea","Southern sea palm, juvenile",2001,8/13/2001 0:00:00,0.00,0.00,0.00,0.00,12,24.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2004.50,"Eisenia arborea","Southern sea palm, juvenile",2002,6/17/2002 0:00:00,0.00,0.00,0.00,0.00,12,24.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2004.50,"Eisenia arborea","Southern sea palm, juvenile",2003,7/21/2003 0:00:00,1.00,0.04,0.14,0.04,12,24.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2004.50,"Eisenia arborea","Southern sea palm, juvenile",2004,8/9/2004 0:00:00,0.00,0.00,0.00,0.00,12,24.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2004.50,"Eisenia arborea","Southern sea palm, juvenile",2005,6/27/2005 0:00:00,1.00,0.04,0.14,0.04,12,24.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2004.50,"Eisenia arborea","Southern sea palm, juvenile",2006,8/3/2006 0:00:00,3.00,0.12,0.22,0.06,12,24.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2004.50,"Eisenia arborea","Southern sea palm, juvenile",2007,9/4/2007 0:00:00,0.00,0.00,0.00,0.00,12,24.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2004.50,"Eisenia arborea","Southern sea palm, juvenile",2008,8/19/2008 0:00:00,5.00,0.20,0.58,0.16,12,24.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2004.50,"Eisenia arborea","Southern sea palm, juvenile",2009,7/28/2009 0:00:00,5.00,0.20,0.49,0.14,12,24.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2004.50,"Eisenia arborea","Southern sea palm, juvenile",2010,6/14/2010 0:00:00,4.00,0.16,0.44,0.12,12,24.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2004.50,"Eisenia arborea","Southern sea palm, juvenile",2011,5/19/2011 0:00:00,3.00,0.12,0.22,0.06,12,24.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2004.50,"Eisenia arborea","Southern sea palm, juvenile",2012,6/25/2012 0:00:00,3.00,0.12,0.22,0.06,12,24.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2004.50,"Eisenia arborea","Southern sea palm, juvenile",2013,5/31/2013 0:00:00,1.00,0.04,0.14,0.04,12,24.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2004.50,"Eisenia arborea","Southern sea palm, juvenile",2014,5/29/2014 0:00:00,37.00,1.54,1.51,0.43,12,24.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2004.50,"Eisenia arborea","Southern sea palm, juvenile",2015,5/27/2015 0:00:00,42.00,1.75,2.57,0.74,12,24.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2004.50,"Eisenia arborea","Southern sea palm, juvenile",2016,6/22/2016 0:00:00,38.00,1.58,1.71,0.49,12,24.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2004.50,"Eisenia arborea","Southern sea palm, juvenile",2017,6/23/2017 0:00:00,8.00,0.33,0.61,0.17,12,24.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2005.00,"Pterygophora californica","California sea palm, adult",1996,8/5/1996 0:00:00,0.00,0.00,0.00,0.00,12,24.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2005.00,"Pterygophora californica","California sea palm, adult",1997,8/18/1997 0:00:00,0.00,0.00,0.00,0.00,12,24.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2005.00,"Pterygophora californica","California sea palm, adult",1998,7/20/1998 0:00:00,0.00,0.00,0.00,0.00,12,24.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2005.00,"Pterygophora californica","California sea palm, adult",1999,8/2/1999 0:00:00,0.00,0.00,0.00,0.00,12,24.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2005.00,"Pterygophora californica","California sea palm, adult",2000,6/12/2000 0:00:00,0.00,0.00,0.00,0.00,12,24.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2005.00,"Pterygophora californica","California sea palm, adult",2001,8/13/2001 0:00:00,0.00,0.00,0.00,0.00,12,24.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2005.00,"Pterygophora californica","California sea palm, adult",2002,6/17/2002 0:00:00,0.00,0.00,0.00,0.00,12,24.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2005.00,"Pterygophora californica","California sea palm, adult",2003,7/21/2003 0:00:00,0.00,0.00,0.00,0.00,12,24.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2005.00,"Pterygophora californica","California sea palm, adult",2004,8/9/2004 0:00:00,0.00,0.00,0.00,0.00,12,24.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2005.00,"Pterygophora californica","California sea palm, adult",2005,6/27/2005 0:00:00,0.00,0.00,0.00,0.00,12,24.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2005.00,"Pterygophora californica","California sea palm, adult",2006,8/3/2006 0:00:00,0.00,0.00,0.00,0.00,12,24.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2005.00,"Pterygophora californica","California sea palm, adult",2007,9/4/2007 0:00:00,0.00,0.00,0.00,0.00,12,24.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2005.00,"Pterygophora californica","California sea palm, adult",2008,8/19/2008 0:00:00,0.00,0.00,0.00,0.00,12,24.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2005.00,"Pterygophora californica","California sea palm, adult",2009,7/28/2009 0:00:00,0.00,0.00,0.00,0.00,12,24.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2005.00,"Pterygophora californica","California sea palm, adult",2010,6/14/2010 0:00:00,2.00,0.08,0.19,0.05,12,24.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2005.00,"Pterygophora californica","California sea palm, adult",2011,5/19/2011 0:00:00,0.00,0.00,0.00,0.00,12,24.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2005.00,"Pterygophora californica","California sea palm, adult",2012,6/25/2012 0:00:00,0.00,0.00,0.00,0.00,12,24.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2005.00,"Pterygophora californica","California sea palm, adult",2013,5/31/2013 0:00:00,0.00,0.00,0.00,0.00,12,24.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2005.00,"Pterygophora californica","California sea palm, adult",2014,5/29/2014 0:00:00,0.00,0.00,0.00,0.00,12,24.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2005.00,"Pterygophora californica","California sea palm, adult",2015,5/27/2015 0:00:00,0.00,0.00,0.00,0.00,12,24.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2005.00,"Pterygophora californica","California sea palm, adult",2016,6/22/2016 0:00:00,0.00,0.00,0.00,0.00,12,24.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2005.00,"Pterygophora californica","California sea palm, adult",2017,6/23/2017 0:00:00,0.00,0.00,0.00,0.00,12,24.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2005.50,"Pterygophora californica","California sea palm, juvenile",1996,8/5/1996 0:00:00,0.00,0.00,0.00,0.00,12,24.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2005.50,"Pterygophora californica","California sea palm, juvenile",1997,8/18/1997 0:00:00,0.00,0.00,0.00,0.00,12,24.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2005.50,"Pterygophora californica","California sea palm, juvenile",1998,7/20/1998 0:00:00,0.00,0.00,0.00,0.00,12,24.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2005.50,"Pterygophora californica","California sea palm, juvenile",1999,8/2/1999 0:00:00,0.00,0.00,0.00,0.00,12,24.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2005.50,"Pterygophora californica","California sea palm, juvenile",2000,6/12/2000 0:00:00,0.00,0.00,0.00,0.00,12,24.00
12,"AN","Anacapa Island","CC","Cathedral Cove",2005.50,"Pterygophora californica","California sea palm, juvenile",2001,8/13/2001 0:00:00,0.00,0.00,0.00,0.00,12,24.00
