SiteNumber,IslandCode,IslandName,SiteCode,SiteName,Species,ScientificName,CommonName,SurveyYear,SurveyDate,TotalCount,MeanDensity_sqm,StandardDeviation,StandardError,QuadratsSampled,TotalAreaSurveyed_sqm,AlternateTaxonName,SpeciesName,Life_Stage,Sex
13,AN,Anacapa Island,LC,Landing Cove,9007,Megastraea undosa,wavy turban snail,1996,1996-08-05,29,1.2,1.28,0.37,12,24,Megastraea undosa,Megastraea undosa,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,9007,Megastraea undosa,wavy turban snail,1997,1997-08-04,48,2,2.24,0.64,12,24,Megastraea undosa,Megastraea undosa,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,9007,Megastraea undosa,wavy turban snail,1998,1998-07-20,26,1.08,1.7,0.49,12,24,Megastraea undosa,Megastraea undosa,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,9007,Megastraea undosa,wavy turban snail,1999,1999-08-02,78,3.25,2.75,0.79,12,24,Megastraea undosa,Megastraea undosa,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,9007,Megastraea undosa,wavy turban snail,2000,2000-07-31,63,2.62,3.06,0.88,12,24,Megastraea undosa,Megastraea undosa,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,9007,Megastraea undosa,wavy turban snail,2001,2001-06-11,79,3.29,3.76,1.08,12,24,Megastraea undosa,Megastraea undosa,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,9007,Megastraea undosa,wavy turban snail,2002,2002-08-05,49,2.04,1.43,0.41,12,24,Megastraea undosa,Megastraea undosa,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,9007,Megastraea undosa,wavy turban snail,2003,2003-08-04,28,1.16,0.98,0.28,12,24,Megastraea undosa,Megastraea undosa,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,9007,Megastraea undosa,wavy turban snail,2004,2004-08-09,35,1.45,1.48,0.42,12,24,Megastraea undosa,Megastraea undosa,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,9007,Megastraea undosa,wavy turban snail,2005,2005-09-05,8,0.33,0.65,0.18,12,24,Megastraea undosa,Megastraea undosa,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,9007,Megastraea undosa,wavy turban snail,2006,2006-08-21,12,0.5,1.06,0.3,12,24,Megastraea undosa,Megastraea undosa,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,9007,Megastraea undosa,wavy turban snail,2007,2007-06-18,7,0.29,0.68,0.19,12,24,Megastraea undosa,Megastraea undosa,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,9007,Megastraea undosa,wavy turban snail,2008,2008-08-25,7,0.29,0.39,0.11,12,24,Megastraea undosa,Megastraea undosa,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,9007,Megastraea undosa,wavy turban snail,2009,2009-06-01,5,0.2,0.45,0.12,12,24,Megastraea undosa,Megastraea undosa,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,9007,Megastraea undosa,wavy turban snail,2010,2010-06-04,1,0.04,0.14,0.04,12,24,Megastraea undosa,Megastraea undosa,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,9007,Megastraea undosa,wavy turban snail,2011,2011-06-02,2,0.08,0.19,0.05,12,24,Megastraea undosa,Megastraea undosa,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,9007,Megastraea undosa,wavy turban snail,2012,2012-06-26,1,0.04,0.14,0.04,12,24,Megastraea undosa,Megastraea undosa,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,9007,Megastraea undosa,wavy turban snail,2013,2013-08-12,8,0.33,0.57,0.16,12,24,Megastraea undosa,Megastraea undosa,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,9007,Megastraea undosa,wavy turban snail,2014,2014-06-25,5,0.2,0.58,0.16,12,24,Megastraea undosa,Megastraea undosa,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,9007,Megastraea undosa,wavy turban snail,2015,2015-09-18,1,0.04,0.14,0.04,12,24,Megastraea undosa,Megastraea undosa,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,9007,Megastraea undosa,wavy turban snail,2016,2016-08-22,7,0.29,0.54,0.15,12,24,Megastraea undosa,Megastraea undosa,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,9007,Megastraea undosa,wavy turban snail,2017,2017-06-08,1,0.04,0.14,0.04,12,24,Megastraea undosa,Megastraea undosa,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,9008,Lithopoma gibberosa,red turban snail,2003,2003-08-04,0,0,0,0,12,24,Lithopoma gibberosa,Lithopoma gibberosa,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,9008,Lithopoma gibberosa,red turban snail,2004,2004-08-09,0,0,0,0,12,24,Lithopoma gibberosa,Lithopoma gibberosa,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,9008,Lithopoma gibberosa,red turban snail,2005,2005-09-05,0,0,0,0,12,24,Lithopoma gibberosa,Lithopoma gibberosa,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,9008,Lithopoma gibberosa,red turban snail,2006,2006-08-21,0,0,0,0,12,24,Lithopoma gibberosa,Lithopoma gibberosa,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,9008,Lithopoma gibberosa,red turban snail,2007,2007-06-18,0,0,0,0,12,24,Lithopoma gibberosa,Lithopoma gibberosa,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,9008,Lithopoma gibberosa,red turban snail,2008,2008-08-25,0,0,0,0,12,24,Lithopoma gibberosa,Lithopoma gibberosa,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,9008,Lithopoma gibberosa,red turban snail,2009,2009-06-01,0,0,0,0,12,24,Lithopoma gibberosa,Lithopoma gibberosa,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,9008,Lithopoma gibberosa,red turban snail,2010,2010-06-04,0,0,0,0,12,24,Lithopoma gibberosa,Lithopoma gibberosa,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,9008,Lithopoma gibberosa,red turban snail,2011,2011-06-02,0,0,0,0,12,24,Lithopoma gibberosa,Lithopoma gibberosa,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,9008,Lithopoma gibberosa,red turban snail,2012,2012-06-26,0,0,0,0,12,24,Lithopoma gibberosa,Lithopoma gibberosa,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,9008,Lithopoma gibberosa,red turban snail,2013,2013-08-12,0,0,0,0,12,24,Lithopoma gibberosa,Lithopoma gibberosa,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,9008,Lithopoma gibberosa,red turban snail,2014,2014-06-25,0,0,0,0,12,24,Lithopoma gibberosa,Lithopoma gibberosa,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,9008,Lithopoma gibberosa,red turban snail,2015,2015-09-18,0,0,0,0,12,24,Lithopoma gibberosa,Lithopoma gibberosa,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,9008,Lithopoma gibberosa,red turban snail,2016,2016-08-22,0,0,0,0,12,24,Lithopoma gibberosa,Lithopoma gibberosa,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,9008,Lithopoma gibberosa,red turban snail,2017,2017-06-08,0,0,0,0,12,24,Lithopoma gibberosa,Lithopoma gibberosa,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,9010,Crassedoma giganteum,rock scallop,1994,1994-08-12,45,1.12,1.62,0.36,20,40,Crassedoma giganteum,Crassedoma giganteum,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,9010,Crassedoma giganteum,rock scallop,2003,2003-08-04,15,0.62,1.08,0.31,12,24,Crassedoma giganteum,Crassedoma giganteum,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,9010,Crassedoma giganteum,rock scallop,2004,2004-08-09,17,0.7,1.28,0.37,12,24,Crassedoma giganteum,Crassedoma giganteum,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,9010,Crassedoma giganteum,rock scallop,2005,2005-09-05,24,1,1.49,0.43,12,24,Crassedoma giganteum,Crassedoma giganteum,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,9014,Tegula regina,queen tegula,2006,2006-08-21,0,0,0,0,12,24,Tegula regina,Tegula regina,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,9014,Tegula regina,queen tegula,2007,2007-06-18,0,0,0,0,12,24,Tegula regina,Tegula regina,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,9014,Tegula regina,queen tegula,2008,2008-08-25,0,0,0,0,12,24,Tegula regina,Tegula regina,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,9014,Tegula regina,queen tegula,2009,2009-06-01,5,0.2,0.49,0.14,12,24,Tegula regina,Tegula regina,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,9014,Tegula regina,queen tegula,2010,2010-06-04,0,0,0,0,12,24,Tegula regina,Tegula regina,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,9014,Tegula regina,queen tegula,2011,2011-06-02,0,0,0,0,12,24,Tegula regina,Tegula regina,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,9014,Tegula regina,queen tegula,2012,2012-06-26,0,0,0,0,12,24,Tegula regina,Tegula regina,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,9014,Tegula regina,queen tegula,2013,2013-08-12,1,0.04,0.14,0.04,12,24,Tegula regina,Tegula regina,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,9014,Tegula regina,queen tegula,2014,2014-06-25,0,0,0,0,12,24,Tegula regina,Tegula regina,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,9014,Tegula regina,queen tegula,2015,2015-09-18,0,0,0,0,12,24,Tegula regina,Tegula regina,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,9014,Tegula regina,queen tegula,2016,2016-08-22,0,0,0,0,12,24,Tegula regina,Tegula regina,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,9014,Tegula regina,queen tegula,2017,2017-06-08,0,0,0,0,12,24,Tegula regina,Tegula regina,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,11001,Patiria miniata,bat star,1982,1982-08-04,0,0,0,0,30,30,Patiria miniata,Patiria miniata,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,11001,Patiria miniata,bat star,1983,1983-08-12,0,0,0,0,40,40,Patiria miniata,Patiria miniata,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,11001,Patiria miniata,bat star,1984,1984-08-29,1,0.02,0.15,0.02,40,40,Patiria miniata,Patiria miniata,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,11001,Patiria miniata,bat star,1985,1985-09-23,0,0,0,0,20,40,Patiria miniata,Patiria miniata,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,11001,Patiria miniata,bat star,1986,1986-06-11,0,0,0,0,20,40,Patiria miniata,Patiria miniata,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,11001,Patiria miniata,bat star,1987,1987-08-24,1,0.02,0.11,0.02,20,40,Patiria miniata,Patiria miniata,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,11001,Patiria miniata,bat star,1988,1988-07-28,0,0,0,0,20,40,Patiria miniata,Patiria miniata,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,11001,Patiria miniata,bat star,1989,1989-07-28,0,0,0,0,20,40,Patiria miniata,Patiria miniata,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,11001,Patiria miniata,bat star,1990,1990-08-20,0,0,0,0,20,40,Patiria miniata,Patiria miniata,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,11001,Patiria miniata,bat star,1991,1991-09-30,0,0,0,0,20,40,Patiria miniata,Patiria miniata,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,11001,Patiria miniata,bat star,1992,1992-09-01,0,0,0,0,20,40,Patiria miniata,Patiria miniata,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,11001,Patiria miniata,bat star,1993,1993-08-25,0,0,0,0,20,40,Patiria miniata,Patiria miniata,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,11001,Patiria miniata,bat star,1994,1994-08-12,0,0,0,0,20,40,Patiria miniata,Patiria miniata,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,11001,Patiria miniata,bat star,1995,1995-08-07,3,0.07,0.33,0.07,20,40,Patiria miniata,Patiria miniata,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,11001,Patiria miniata,bat star,1996,1996-08-05,4,0.16,0.44,0.12,12,24,Patiria miniata,Patiria miniata,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,11001,Patiria miniata,bat star,1997,1997-08-04,0,0,0,0,12,24,Patiria miniata,Patiria miniata,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,11001,Patiria miniata,bat star,1998,1998-07-20,0,0,0,0,12,24,Patiria miniata,Patiria miniata,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,11001,Patiria miniata,bat star,1999,1999-08-02,0,0,0,0,12,24,Patiria miniata,Patiria miniata,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,11001,Patiria miniata,bat star,2000,2000-07-31,0,0,0,0,12,24,Patiria miniata,Patiria miniata,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,11001,Patiria miniata,bat star,2001,2001-06-11,0,0,0,0,12,24,Patiria miniata,Patiria miniata,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,11001,Patiria miniata,bat star,2002,2002-08-05,0,0,0,0,12,24,Patiria miniata,Patiria miniata,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,11001,Patiria miniata,bat star,2003,2003-08-04,0,0,0,0,12,24,Patiria miniata,Patiria miniata,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,11001,Patiria miniata,bat star,2004,2004-08-09,0,0,0,0,12,24,Patiria miniata,Patiria miniata,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,11001,Patiria miniata,bat star,2005,2005-09-05,2,0.08,0.28,0.08,12,24,Patiria miniata,Patiria miniata,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,11001,Patiria miniata,bat star,2006,2006-08-21,0,0,0,0,12,24,Patiria miniata,Patiria miniata,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,11001,Patiria miniata,bat star,2007,2007-06-18,0,0,0,0,12,24,Patiria miniata,Patiria miniata,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,11001,Patiria miniata,bat star,2008,2008-08-25,0,0,0,0,12,24,Patiria miniata,Patiria miniata,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,11001,Patiria miniata,bat star,2009,2009-06-01,0,0,0,0,12,24,Patiria miniata,Patiria miniata,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,11001,Patiria miniata,bat star,2010,2010-06-04,2,0.08,0.28,0.08,12,24,Patiria miniata,Patiria miniata,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,11001,Patiria miniata,bat star,2011,2011-06-02,0,0,0,0,12,24,Patiria miniata,Patiria miniata,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,11001,Patiria miniata,bat star,2012,2012-06-26,0,0,0,0,12,24,Patiria miniata,Patiria miniata,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,11001,Patiria miniata,bat star,2013,2013-08-12,0,0,0,0,12,24,Patiria miniata,Patiria miniata,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,11001,Patiria miniata,bat star,2014,2014-06-25,0,0,0,0,12,24,Patiria miniata,Patiria miniata,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,11001,Patiria miniata,bat star,2015,2015-09-18,0,0,0,0,12,24,Patiria miniata,Patiria miniata,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,11001,Patiria miniata,bat star,2016,2016-08-22,0,0,0,0,12,24,Patiria miniata,Patiria miniata,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,11001,Patiria miniata,bat star,2017,2017-06-08,0,0,0,0,12,24,Patiria miniata,Patiria miniata,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,11002,Pisaster giganteus,giant-spined sea star,1982,1982-08-04,0,0,0,0,30,30,Pisaster giganteus,Pisaster giganteus,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,11002,Pisaster giganteus,giant-spined sea star,1983,1983-08-12,1,0.02,0.15,0.02,40,40,Pisaster giganteus,Pisaster giganteus,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,11002,Pisaster giganteus,giant-spined sea star,1984,1984-08-29,0,0,0,0,40,40,Pisaster giganteus,Pisaster giganteus,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,11002,Pisaster giganteus,giant-spined sea star,1985,1985-09-23,0,0,0,0,20,40,Pisaster giganteus,Pisaster giganteus,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,11002,Pisaster giganteus,giant-spined sea star,1986,1986-06-11,0,0,0,0,20,40,Pisaster giganteus,Pisaster giganteus,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,11002,Pisaster giganteus,giant-spined sea star,1987,1987-08-24,0,0,0,0,20,40,Pisaster giganteus,Pisaster giganteus,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,11002,Pisaster giganteus,giant-spined sea star,1988,1988-07-28,0,0,0,0,20,40,Pisaster giganteus,Pisaster giganteus,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,11002,Pisaster giganteus,giant-spined sea star,1989,1989-07-28,1,0.02,0.11,0.02,20,40,Pisaster giganteus,Pisaster giganteus,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,11002,Pisaster giganteus,giant-spined sea star,1990,1990-08-20,1,0.02,0.11,0.02,20,40,Pisaster giganteus,Pisaster giganteus,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,11002,Pisaster giganteus,giant-spined sea star,1991,1991-09-30,0,0,0,0,20,40,Pisaster giganteus,Pisaster giganteus,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,11002,Pisaster giganteus,giant-spined sea star,1992,1992-09-01,0,0,0,0,20,40,Pisaster giganteus,Pisaster giganteus,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,11002,Pisaster giganteus,giant-spined sea star,1993,1993-08-25,0,0,0,0,20,40,Pisaster giganteus,Pisaster giganteus,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,11002,Pisaster giganteus,giant-spined sea star,1994,1994-08-12,0,0,0,0,20,40,Pisaster giganteus,Pisaster giganteus,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,11002,Pisaster giganteus,giant-spined sea star,1995,1995-08-07,0,0,0,0,20,40,Pisaster giganteus,Pisaster giganteus,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,11002,Pisaster giganteus,giant-spined sea star,1996,1996-08-05,0,0,0,0,12,24,Pisaster giganteus,Pisaster giganteus,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,11002,Pisaster giganteus,giant-spined sea star,1997,1997-08-04,0,0,0,0,12,24,Pisaster giganteus,Pisaster giganteus,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,11002,Pisaster giganteus,giant-spined sea star,1998,1998-07-20,0,0,0,0,12,24,Pisaster giganteus,Pisaster giganteus,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,11002,Pisaster giganteus,giant-spined sea star,1999,1999-08-02,0,0,0,0,12,24,Pisaster giganteus,Pisaster giganteus,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,11002,Pisaster giganteus,giant-spined sea star,2000,2000-07-31,1,0.04,0.14,0.04,12,24,Pisaster giganteus,Pisaster giganteus,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,11002,Pisaster giganteus,giant-spined sea star,2001,2001-06-11,0,0,0,0,12,24,Pisaster giganteus,Pisaster giganteus,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,11002,Pisaster giganteus,giant-spined sea star,2002,2002-08-05,0,0,0,0,12,24,Pisaster giganteus,Pisaster giganteus,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,11002,Pisaster giganteus,giant-spined sea star,2003,2003-08-04,2,0.08,0.19,0.05,12,24,Pisaster giganteus,Pisaster giganteus,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,11002,Pisaster giganteus,giant-spined sea star,2004,2004-08-09,0,0,0,0,12,24,Pisaster giganteus,Pisaster giganteus,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,11002,Pisaster giganteus,giant-spined sea star,2005,2005-09-05,1,0.04,0.14,0.04,12,24,Pisaster giganteus,Pisaster giganteus,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,11002,Pisaster giganteus,giant-spined sea star,2006,2006-08-21,3,0.12,0.31,0.08,12,24,Pisaster giganteus,Pisaster giganteus,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,11002,Pisaster giganteus,giant-spined sea star,2007,2007-06-18,0,0,0,0,12,24,Pisaster giganteus,Pisaster giganteus,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,11002,Pisaster giganteus,giant-spined sea star,2008,2008-08-25,1,0.04,0.14,0.04,12,24,Pisaster giganteus,Pisaster giganteus,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,11002,Pisaster giganteus,giant-spined sea star,2009,2009-06-01,0,0,0,0,12,24,Pisaster giganteus,Pisaster giganteus,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,11002,Pisaster giganteus,giant-spined sea star,2010,2010-06-04,1,0.04,0.14,0.04,12,24,Pisaster giganteus,Pisaster giganteus,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,11002,Pisaster giganteus,giant-spined sea star,2011,2011-06-02,0,0,0,0,12,24,Pisaster giganteus,Pisaster giganteus,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,11002,Pisaster giganteus,giant-spined sea star,2012,2012-06-26,0,0,0,0,12,24,Pisaster giganteus,Pisaster giganteus,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,11002,Pisaster giganteus,giant-spined sea star,2013,2013-08-12,0,0,0,0,12,24,Pisaster giganteus,Pisaster giganteus,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,11002,Pisaster giganteus,giant-spined sea star,2014,2014-06-25,1,0.04,0.14,0.04,12,24,Pisaster giganteus,Pisaster giganteus,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,11002,Pisaster giganteus,giant-spined sea star,2015,2015-09-18,0,0,0,0,12,24,Pisaster giganteus,Pisaster giganteus,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,11002,Pisaster giganteus,giant-spined sea star,2016,2016-08-22,0,0,0,0,12,24,Pisaster giganteus,Pisaster giganteus,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,11002,Pisaster giganteus,giant-spined sea star,2017,2017-06-08,0,0,0,0,12,24,Pisaster giganteus,Pisaster giganteus,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,11005,Strongylocentrotus franciscanus,red sea urchin,1982,1982-08-04,52,1.73,2.82,0.51,30,30,Strongylocentrotus franciscanus,Strongylocentrotus franciscanus,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,11005,Strongylocentrotus franciscanus,red sea urchin,1983,1983-08-12,91,2.27,3.27,0.51,40,40,Strongylocentrotus franciscanus,Strongylocentrotus franciscanus,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,11005,Strongylocentrotus franciscanus,red sea urchin,1984,1984-08-29,89,2.22,2.93,0.46,40,40,Strongylocentrotus franciscanus,Strongylocentrotus franciscanus,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,11005,Strongylocentrotus franciscanus,red sea urchin,1985,1985-09-23,97,2.42,2.91,0.65,20,40,Strongylocentrotus franciscanus,Strongylocentrotus franciscanus,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,11005,Strongylocentrotus franciscanus,red sea urchin,1986,1986-06-11,76,1.89,2.14,0.48,20,40,Strongylocentrotus franciscanus,Strongylocentrotus franciscanus,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,11005,Strongylocentrotus franciscanus,red sea urchin,1987,1987-08-24,95,2.37,2.91,0.65,20,40,Strongylocentrotus franciscanus,Strongylocentrotus franciscanus,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,11005,Strongylocentrotus franciscanus,red sea urchin,1988,1988-07-28,121,3.02,2.83,0.63,20,40,Strongylocentrotus franciscanus,Strongylocentrotus franciscanus,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,11005,Strongylocentrotus franciscanus,red sea urchin,1989,1989-07-28,115,2.87,3.08,0.69,20,40,Strongylocentrotus franciscanus,Strongylocentrotus franciscanus,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,11005,Strongylocentrotus franciscanus,red sea urchin,1990,1990-08-20,50,1.25,1.69,0.37,20,40,Strongylocentrotus franciscanus,Strongylocentrotus franciscanus,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,11005,Strongylocentrotus franciscanus,red sea urchin,1991,1991-09-30,145,3.62,3.92,0.87,20,40,Strongylocentrotus franciscanus,Strongylocentrotus franciscanus,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,11005,Strongylocentrotus franciscanus,red sea urchin,1992,1992-09-01,43,1.07,1.52,0.34,20,40,Strongylocentrotus franciscanus,Strongylocentrotus franciscanus,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,11005,Strongylocentrotus franciscanus,red sea urchin,1993,1993-08-25,125,3.12,3.3,0.73,20,40,Strongylocentrotus franciscanus,Strongylocentrotus franciscanus,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,11005,Strongylocentrotus franciscanus,red sea urchin,1994,1994-08-12,124,3.09,3.54,0.79,20,40,Strongylocentrotus franciscanus,Strongylocentrotus franciscanus,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,11005,Strongylocentrotus franciscanus,red sea urchin,1995,1995-08-07,110,2.75,2.46,0.55,20,40,Strongylocentrotus franciscanus,Strongylocentrotus franciscanus,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,11005,Strongylocentrotus franciscanus,red sea urchin,1996,1996-08-05,84,3.5,2.77,0.8,12,24,Strongylocentrotus franciscanus,Strongylocentrotus franciscanus,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,11005,Strongylocentrotus franciscanus,red sea urchin,1997,1997-08-04,64,2.66,3.73,1.07,12,24,Strongylocentrotus franciscanus,Strongylocentrotus franciscanus,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,11005,Strongylocentrotus franciscanus,red sea urchin,1998,1998-07-20,79,3.29,2.79,0.8,12,24,Strongylocentrotus franciscanus,Strongylocentrotus franciscanus,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,11005,Strongylocentrotus franciscanus,red sea urchin,1999,1999-08-02,88,3.66,3.2,0.92,12,24,Strongylocentrotus franciscanus,Strongylocentrotus franciscanus,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,11005,Strongylocentrotus franciscanus,red sea urchin,2000,2000-07-31,79,3.29,2.91,0.84,12,24,Strongylocentrotus franciscanus,Strongylocentrotus franciscanus,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,11005,Strongylocentrotus franciscanus,red sea urchin,2001,2001-06-11,106,4.41,3.12,0.9,12,24,Strongylocentrotus franciscanus,Strongylocentrotus franciscanus,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,11005,Strongylocentrotus franciscanus,red sea urchin,2002,2002-08-05,82,3.41,2.41,0.69,12,24,Strongylocentrotus franciscanus,Strongylocentrotus franciscanus,NA,NA
13,AN,Anacapa Island,LC,Landing Cove,11005,Strongylocentrotus franciscanus,red sea urchin,2003,2003-08-04,90,3.75,1.86,0.53,12,24,Strongylocentrotus franciscanus,Strongylocentrotus franciscanus,NA,NA
